,bbox,text,conf,time_s,current_frame
137,"[[104, 45], [163, 45], [163, 63], [104, 63]]",cLoudlng,0.665859946902426,8.866666666666667,266
138,"[[251, 47], [295, 47], [295, 63], [251, 63]]",derzuv,0.27973916301941754,8.866666666666667,266
139,"[[129, 79], [187, 79], [187, 93], [129, 93]]",clouding,0.5099970088756286,8.866666666666667,266
140,"[[253, 79], [293, 79], [293, 91], [253, 91]]",Ziewis,0.43601803562691105,8.866666666666667,266
141,"[[104, 45], [163, 45], [163, 63], [104, 63]]",cLouding,0.8455396347757024,8.9,267
142,"[[251, 47], [295, 47], [295, 63], [251, 63]]",derzuy,0.16013038468387325,8.9,267
143,"[[128, 76], [187, 76], [187, 93], [128, 93]]",cLuuding,0.47522442373372853,8.9,267
144,"[[253, 79], [293, 79], [293, 91], [253, 91]]",Ziewis,0.3946092336330738,8.9,267
145,"[[103, 47], [163, 47], [163, 63], [103, 63]]",cLouding,0.9156637104566651,8.933333333333334,268
146,"[[250, 45], [295, 45], [295, 64], [250, 64]]",darzyy,0.9302098956021716,8.933333333333334,268
147,"[[127, 72], [189, 72], [189, 96], [127, 96]]",cLouding,0.9865061334445816,8.933333333333334,268
148,"[[253, 77], [293, 77], [293, 91], [253, 91]]",Zlewis,0.19909454697413184,8.933333333333334,268
149,"[[103, 47], [163, 47], [163, 63], [103, 63]]",cLouding,0.9850527425373402,8.966666666666667,269
150,"[[250, 45], [295, 45], [295, 64], [250, 64]]",darzyy,0.8644051662758994,8.966666666666667,269
151,"[[128, 75], [187, 75], [187, 93], [128, 93]]",cLouding,0.8930542723687123,8.966666666666667,269
152,"[[253, 79], [293, 79], [293, 91], [253, 91]]",Zletis,0.08577325151746065,8.966666666666667,269
153,"[[43, 143], [85, 143], [85, 157], [43, 157]]",JNI,0.11906765592573766,9.4,282
154,"[[93, 141], [165, 141], [165, 157], [93, 157]]","Mn0""",0.10409225523471832,9.4,282
155,"[[197, 83], [225, 83], [225, 95], [197, 95]]",M,0.1461102179591487,9.433333333333334,283
156,"[[223, 77], [314, 77], [314, 97], [223, 97]]",fAnTIM 10,0.13702580768622627,9.433333333333334,283
157,"[[273, 167], [297, 167], [297, 179], [273, 179]]",ta,0.5979441756330618,9.433333333333334,283
158,"[[0, 189], [33, 189], [33, 206], [0, 206]]",J0ro,0.18184910714626312,9.433333333333334,283
159,"[[255, 45], [313, 45], [313, 61], [255, 61]]",uaN,0.06889827784160082,9.466666666666667,284
160,"[[269, 163], [295, 163], [295, 175], [269, 175]]",Ita,0.07238643204004716,9.466666666666667,284
161,"[[1, 185], [25, 185], [25, 201], [1, 201]]",00,0.6668370701567705,9.466666666666667,284
162,"[[41, 109], [69, 109], [69, 121], [41, 121]]",WN,0.11261332605575257,9.533333333333333,286
163,"[[67, 103], [187, 103], [187, 121], [67, 121]]",IANTiM400%,0.127095749642808,9.533333333333333,286
164,"[[39, 107], [135, 107], [135, 123], [39, 123]]",WNw IANTM,0.14126167892106925,9.566666666666666,287
165,"[[145, 107], [187, 107], [187, 123], [145, 123]]",0046,0.19901719689369202,9.566666666666666,287
166,"[[181, 145], [237, 145], [237, 159], [181, 159]]",Cosmos,0.5543590083928704,9.666666666666666,290
167,"[[237, 139], [285, 139], [285, 159], [237, 159]]",100%0,0.2883466679883351,9.666666666666666,290
168,"[[147, 47], [195, 47], [195, 61], [147, 61]]",NItaro,0.4492323972147909,10.9,327
169,"[[261, 47], [285, 47], [285, 61], [261, 61]]",nia,0.9982322884477935,10.9,327
170,"[[145, 47], [195, 47], [195, 61], [145, 61]]",NItaro,0.5871693916866272,10.933333333333334,328
171,"[[263, 47], [285, 47], [285, 61], [263, 61]]",nia,0.9994180341342122,10.933333333333334,328
172,"[[145, 47], [195, 47], [195, 61], [145, 61]]",NItaro,0.4343059242111404,10.966666666666667,329
173,"[[261, 47], [285, 47], [285, 61], [261, 61]]",nia,0.9985007867954859,10.966666666666667,329
174,"[[145, 45], [195, 45], [195, 61], [145, 61]]",NItaro,0.6705816100941402,11.0,330
175,"[[215, 43], [239, 43], [239, 63], [215, 63]]",77,0.12915682447763463,11.0,330
176,"[[263, 47], [285, 47], [285, 61], [263, 61]]",nia,0.9996086683793489,11.0,330
177,"[[145, 47], [195, 47], [195, 61], [145, 61]]",NItaro,0.7856088895907376,11.033333333333333,331
178,"[[215, 43], [237, 43], [237, 63], [215, 63]]",77,0.20887497599985785,11.033333333333333,331
179,"[[263, 47], [285, 47], [285, 61], [263, 61]]",nia,0.9996006850424797,11.033333333333333,331
180,"[[69, 47], [117, 47], [117, 61], [69, 61]]",NIcaro,0.5832246965808208,12.666666666666666,380
181,"[[237, 47], [293, 47], [293, 63], [237, 63]]",cLouding,0.951279838913269,12.666666666666666,380
182,"[[127.49297987343661, 45.13806578484223], [168.97152033878314, 48.76304381980899], [167.5070201265634, 63.86193421515777], [126.02847966121686, 59.23695618019101]]",darzyy,0.9951311692651184,12.666666666666666,380
183,"[[69, 47], [117, 47], [117, 61], [69, 61]]",NIcaro,0.618003753448393,12.7,381
184,"[[237, 47], [293, 47], [293, 63], [237, 63]]",cLouding,0.9468405732430702,12.7,381
